# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 14 14:17:26 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_hostname,pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,st_lum
Kepler-1624,Kepler-1624 b,3.29030452,,,,0.509,3636.00,0.50,0.47,
Kepler-1625,Kepler-1625 b,287.37894900,,,,0.541,5677.00,0.96,0.94,
Kepler-1626,Kepler-1626 b,4.13962966,,,,0.180,6826.00,1.51,1.85,
Kepler-1627,Kepler-1627 b,7.20283653,,,,0.329,5445.00,0.87,0.84,
Kepler-1628,Kepler-1628 b,76.37803300,,,,0.574,3724.00,0.55,0.52,
Kepler-1629,Kepler-1629 b,3.87595807,,,,0.069,5776.00,1.01,1.01,
Kepler-163,Kepler-163 b,7.81093700,0.078000,,,0.094,5776.00,,0.92,
Kepler-163,Kepler-163 c,21.34726200,0.152000,,,0.202,5776.00,,0.92,
Kepler-1630,Kepler-1630 b,509.99740200,,,,0.195,4736.00,0.66,0.63,
Kepler-1631,Kepler-1631 b,4.09513932,,,,0.120,5679.00,0.97,0.95,
Kepler-1632,Kepler-1632 b,448.30355800,,,,0.220,6137.00,1.12,1.19,
Kepler-1633,Kepler-1633 b,186.40427100,,,,0.141,6256.00,1.20,1.32,
Kepler-1634,Kepler-1634 b,374.87623900,,,,0.285,5474.00,0.92,0.89,
Kepler-1635,Kepler-1635 b,469.63111000,,,,0.325,5347.00,0.89,0.85,
Kepler-1636,Kepler-1636 b,425.47785000,,,,0.288,5797.00,1.01,1.02,
Kepler-1637,Kepler-1637 b,6.10960324,,,,0.079,5789.00,1.02,1.02,
Kepler-1638,Kepler-1638 b,259.33683000,,,,0.167,5710.00,0.97,0.95,
Kepler-1639,Kepler-1639 b,9.87848200,,,,0.230,6150.00,1.12,1.18,
Kepler-164,Kepler-164 b,5.03503000,0.058000,,,0.126,5888.00,,1.15,
Kepler-164,Kepler-164 c,10.94572300,0.097000,,,0.244,5888.00,,1.15,
Kepler-164,Kepler-164 d,28.98676900,0.187000,,,0.219,5888.00,,1.15,
Kepler-1640,Kepler-1640 b,7.58441260,,,,0.430,6324.00,1.27,1.43,
Kepler-1641,Kepler-1641 b,19.67226600,,,,0.277,6152.00,1.12,1.19,
Kepler-1641,Kepler-1641 c,32.65721200,,,,0.263,6152.00,1.12,1.19,
Kepler-1642,Kepler-1642 b,12.20575130,,,,0.285,5355.00,0.88,0.84,
Kepler-1642,Kepler-1642 c,6.65138020,,,,0.237,5355.00,0.88,0.84,
Kepler-1643,Kepler-1643 b,5.34264507,,,,0.205,5508.00,0.92,0.88,
Kepler-1644,Kepler-1644 b,21.09077580,,,,0.168,5499.00,0.89,0.86,
Kepler-1645,Kepler-1645 b,16.17795610,,,,0.159,5812.00,1.02,1.02,
Kepler-1646,Kepler-1646 b,4.48558383,,,,0.110,3299.00,0.24,0.26,
Kepler-1647,Kepler-1647 b,1107.59230000,2.720500,0.058100,1.51968,1.059,6210.00,1.22,1.79,
Kepler-1649,Kepler-1649 b,8.68909000,0.051400,0.000000,,0.096,3240.00,0.22,0.25,
Kepler-165,Kepler-165 b,8.18084800,0.072000,,,0.207,5211.00,,0.77,
Kepler-165,Kepler-165 c,15.31299000,0.110000,,,0.199,5211.00,,0.77,
Kepler-1650,Kepler-1650 b,1.53818001,,0.010000,,0.086,3410.00,0.33,0.33,-1.871
Kepler-1651,Kepler-1651 b,9.87863917,,0.130000,,0.164,3713.00,0.52,0.50,-1.368
Kepler-1652,Kepler-1652 b,38.09722000,0.165400,,,0.143,3638.00,0.40,0.38,-1.638
Kepler-1653,Kepler-1653 b,140.25240000,0.470600,,,0.194,4807.00,0.72,0.69,-0.636
Kepler-1654,Kepler-1654 b,1047.83560000,2.026000,0.260000,0.50000,0.819,5597.00,1.01,1.18,0.090
Kepler-1655,Kepler-1655 b,11.87287870,0.103000,,0.01573,0.197,6148.00,1.03,1.03,
Kepler-1656,Kepler-1656 b,31.57865900,0.197000,0.836000,0.15291,0.448,5731.00,1.03,1.10,
Kepler-1658,Kepler-1658 b,3.84937278,0.054400,0.062800,5.88000,1.070,6216.00,1.45,2.89,
Kepler-166,Kepler-166 b,7.65025400,0.072000,,,0.203,5413.00,,0.74,
Kepler-166,Kepler-166 c,34.26028100,0.195000,,,0.212,5413.00,,0.74,
Kepler-166,Kepler-166 d,1.55400393,,,,0.154,5413.00,,0.74,
Kepler-1661,Kepler-1661 b,175.06000000,0.633000,0.057000,0.05349,0.345,5100.00,0.84,0.76,
Kepler-167,Kepler-167 b,4.39316320,0.048300,0.000000,,0.144,4890.00,0.77,0.73,-0.570
Kepler-167,Kepler-167 c,7.40611400,0.068400,0.000000,,0.138,4890.00,0.77,0.73,-0.570
Kepler-167,Kepler-167 d,21.80385500,0.140500,0.120000,,0.107,4890.00,0.77,0.73,-0.570
Kepler-167,Kepler-167 e,1071.23228000,1.890000,0.062000,,0.906,4890.00,0.77,0.73,-0.570
Kepler-168,Kepler-168 b,4.42539100,0.056000,,,0.130,6282.00,,1.11,
Kepler-168,Kepler-168 c,13.19324200,0.116000,,,0.240,6282.00,,1.11,
Kepler-169,Kepler-169 b,3.25061900,0.040000,,,0.101,4997.00,,0.76,
Kepler-169,Kepler-169 c,6.19546900,0.062000,,,0.108,4997.00,,0.76,
Kepler-169,Kepler-169 d,8.34812500,0.075000,,,0.112,4997.00,,0.76,
Kepler-169,Kepler-169 e,13.76710200,0.105000,,,0.196,4997.00,,0.76,
Kepler-169,Kepler-169 f,87.09019500,0.359000,,,0.230,4997.00,,0.76,
Kepler-17,Kepler-17 b,1.48571080,0.025910,0.011000,2.45000,1.310,5781.00,1.16,1.05,
Kepler-170,Kepler-170 b,7.93059200,0.080000,,,0.285,5679.00,,1.03,
Kepler-170,Kepler-170 c,16.66586300,0.131000,,,0.255,5679.00,,1.03,
Kepler-171,Kepler-171 b,4.16697200,0.050000,,,0.209,5642.00,,0.84,
Kepler-171,Kepler-171 c,11.46346200,0.098000,,,0.228,5642.00,,0.84,
Kepler-171,Kepler-171 d,39.59551900,0.223000,,,0.169,5642.00,,0.84,
Kepler-172,Kepler-172 b,2.94030900,0.040000,,,0.210,5526.00,,1.08,
Kepler-172,Kepler-172 c,6.38899600,0.068000,,,0.255,5526.00,,1.08,
Kepler-172,Kepler-172 d,14.62711900,0.118000,,,0.201,5526.00,,1.08,
Kepler-172,Kepler-172 e,35.11873600,0.211000,,,0.246,5526.00,,1.08,
Kepler-173,Kepler-173 b,4.26374200,0.048000,,,0.115,6031.00,,0.95,
Kepler-173,Kepler-173 c,8.00577700,0.074000,,,0.217,6031.00,,0.95,
Kepler-174,Kepler-174 b,13.98179000,0.100000,,,0.175,4880.00,,0.62,
Kepler-174,Kepler-174 c,44.00052900,0.214000,,,0.133,4880.00,,0.62,
Kepler-174,Kepler-174 d,247.35373000,0.677000,,,0.195,4880.00,,0.62,
Kepler-175,Kepler-175 b,11.90351500,0.105000,,,0.228,6064.00,,1.01,
Kepler-175,Kepler-175 c,34.03525700,0.213000,,,0.277,6064.00,,1.01,
Kepler-176,Kepler-176 b,5.43307400,0.058000,,,0.128,5232.00,,0.89,
Kepler-176,Kepler-176 c,12.75971200,0.102000,,,0.232,5232.00,,0.89,
Kepler-176,Kepler-176 d,25.75197400,0.163000,,,0.224,5232.00,,0.89,
Kepler-176,Kepler-176 e,51.16579000,,,,0.129,5232.00,,0.89,
Kepler-177,Kepler-177 b,36.85500000,,,0.00600,0.259,5942.00,,1.05,
Kepler-177,Kepler-177 c,49.41200000,,,0.02400,0.633,5942.00,,1.05,
Kepler-178,Kepler-178 b,9.57669400,0.085000,,,0.259,5676.00,,1.07,
Kepler-178,Kepler-178 c,20.55280200,0.142000,,,0.257,5676.00,,1.07,
Kepler-178,Kepler-178 d,96.67898800,0.397000,,,0.352,5676.00,,1.07,
Kepler-179,Kepler-179 b,2.73592600,0.036000,,,0.146,5302.00,,0.76,
Kepler-179,Kepler-179 c,6.40013000,0.064000,,,0.178,5302.00,,0.76,
Kepler-18,Kepler-18 b,3.50472500,0.044700,0.000000,0.02200,0.178,5345.00,0.97,1.11,-0.031
Kepler-18,Kepler-18 c,7.64159000,0.075200,0.000000,0.05400,0.490,5345.00,0.97,1.11,-0.031
Kepler-18,Kepler-18 d,14.85888000,0.117200,0.000000,0.05200,0.623,5345.00,0.97,1.11,-0.031
Kepler-180,Kepler-180 b,13.81712400,0.109000,,,0.134,5731.00,,1.06,
Kepler-180,Kepler-180 c,41.88577500,0.229000,,,0.269,5731.00,,1.06,
Kepler-181,Kepler-181 b,3.13787300,0.040000,,,0.113,5333.00,,0.75,
Kepler-181,Kepler-181 c,4.30214900,0.049000,,,0.178,5333.00,,0.75,
Kepler-182,Kepler-182 b,9.82579200,0.096000,,,0.230,6250.00,,1.15,
Kepler-182,Kepler-182 c,20.68434200,0.157000,,,0.306,6250.00,,1.15,
Kepler-183,Kepler-183 b,5.68794500,0.064000,,,0.184,5888.00,,0.96,
Kepler-183,Kepler-183 c,11.63707100,0.103000,,,0.203,5888.00,,0.96,
Kepler-184,Kepler-184 b,10.68757600,0.092000,,,0.211,5788.00,,0.87,
Kepler-184,Kepler-184 c,20.30300500,0.141000,,,0.176,5788.00,,0.87,
Kepler-184,Kepler-184 d,29.02235800,0.179000,,,0.222,5788.00,,0.87,
Kepler-185,Kepler-185 b,1.63290000,0.026000,,,0.104,5208.00,,0.81,
Kepler-185,Kepler-185 c,20.72904200,0.139000,,,0.180,5208.00,,0.81,
Kepler-186,Kepler-186 b,3.88679070,0.034300,,,0.095,3755.00,0.54,0.52,-1.260
Kepler-186,Kepler-186 c,7.26730200,0.045100,,,0.112,3755.00,0.54,0.52,-1.260
Kepler-186,Kepler-186 d,13.34299600,0.078100,,,0.125,3755.00,0.54,0.52,-1.260
Kepler-186,Kepler-186 e,22.40770400,0.110000,,,0.113,3755.00,0.54,0.52,-1.260
Kepler-186,Kepler-186 f,129.94410000,0.432000,0.040000,,0.104,3755.00,0.54,0.52,-1.260
Kepler-187,Kepler-187 b,4.93886400,0.059000,,,0.126,6105.00,,1.29,
Kepler-187,Kepler-187 c,10.64026300,0.099000,,,0.238,6105.00,,1.29,
Kepler-188,Kepler-188 b,2.06189700,0.032000,,,0.150,6021.00,,1.14,
Kepler-188,Kepler-188 c,5.99655300,0.066000,,,0.285,6021.00,,1.14,
Kepler-189,Kepler-189 b,10.39993100,0.088000,,,0.108,5235.00,,0.75,
Kepler-189,Kepler-189 c,20.13486600,0.137000,,,0.212,5235.00,,0.75,
Kepler-19,Kepler-19 b,9.28716000,,0.120000,0.02643,,5544.00,0.94,0.86,
Kepler-19,Kepler-19 c,28.73100000,,0.210000,0.04122,,5544.00,0.94,0.86,
Kepler-19,Kepler-19 d,62.95000000,,0.050000,0.07079,,5544.00,0.94,0.86,
Kepler-190,Kepler-190 b,2.01999900,0.030000,,,0.139,5106.00,,0.80,
Kepler-190,Kepler-190 c,3.76302400,0.045000,,,0.130,5106.00,,0.80,
Kepler-191,Kepler-191 b,9.93963200,0.087000,,,0.120,5282.00,,0.79,
Kepler-191,Kepler-191 c,17.73850600,0.128000,,,0.166,5282.00,,0.79,
Kepler-191,Kepler-191 d,5.94504102,,,,0.203,5282.00,,0.79,
Kepler-192,Kepler-192 b,9.92674600,0.090000,,,0.244,5479.00,,1.01,
Kepler-192,Kepler-192 c,21.22340000,0.150000,,,0.249,5479.00,,1.01,
Kepler-192,Kepler-192 d,6.47027579,,,,0.091,5479.00,,1.01,
Kepler-193,Kepler-193 b,11.38848000,0.106000,,,0.213,6335.00,,1.15,
Kepler-193,Kepler-193 c,50.69749400,0.286000,,,0.245,6335.00,,1.15,
Kepler-194,Kepler-194 b,2.09228100,0.032000,,,0.135,6089.00,,1.02,
Kepler-194,Kepler-194 c,17.30803200,0.131000,,,0.231,6089.00,,1.02,
Kepler-194,Kepler-194 d,52.81497300,0.275000,,,0.214,6089.00,,1.02,
Kepler-195,Kepler-195 b,8.30787200,0.077000,,,0.181,5329.00,,0.78,
Kepler-195,Kepler-195 c,34.09686300,0.197000,,,0.138,5329.00,,0.78,
Kepler-196,Kepler-196 b,20.73988600,0.138000,,,0.170,5128.00,,0.78,
Kepler-196,Kepler-196 c,47.42773700,0.240000,,,0.200,5128.00,,0.78,
Kepler-197,Kepler-197 b,5.59930800,0.060000,,,0.091,6004.00,,1.12,
Kepler-197,Kepler-197 c,10.34969500,0.090000,,,0.110,6004.00,,1.12,
Kepler-197,Kepler-197 d,15.67756300,0.119000,,,0.109,6004.00,,1.12,
Kepler-197,Kepler-197 e,25.20971500,0.164000,,,0.081,6004.00,,1.12,
Kepler-198,Kepler-198 b,17.79003700,0.131000,,,0.252,5574.00,,0.94,
Kepler-198,Kepler-198 c,49.56741600,0.259000,,,0.220,5574.00,,0.94,
Kepler-198,Kepler-198 d,1.31184443,,,,0.136,5574.00,,0.94,
Kepler-199,Kepler-199 b,23.63760400,0.158000,,,0.277,5644.00,,0.97,
Kepler-199,Kepler-199 c,67.09340800,0.316000,,,0.290,5644.00,,0.97,
Kepler-20,Kepler-20 b,3.69611525,0.046300,0.030000,0.03052,0.167,5495.00,0.95,0.96,
Kepler-20,Kepler-20 c,10.85409089,0.094900,0.160000,0.04012,0.272,5495.00,0.95,0.96,
Kepler-20,Kepler-20 d,77.61130017,0.350600,,0.03168,0.245,5495.00,0.95,0.96,
Kepler-20,Kepler-20 e,6.09852281,0.063900,,,0.077,5495.00,0.95,0.96,
Kepler-20,Kepler-20 f,19.57758478,0.139600,,,0.089,5495.00,0.95,0.96,
Kepler-20,Kepler-20 g,34.94000000,0.205500,0.150000,0.06280,,5495.00,0.95,0.96,
Kepler-200,Kepler-200 b,8.59480500,0.080000,,,0.190,5678.00,,0.94,
Kepler-200,Kepler-200 c,10.22215700,0.090000,,,0.142,5678.00,,0.94,
Kepler-201,Kepler-201 b,25.67208300,0.175000,,,0.219,6065.00,,1.23,
Kepler-201,Kepler-201 c,151.88405800,0.573000,,,0.254,6065.00,,1.23,
Kepler-202,Kepler-202 b,4.06942700,0.045000,,,0.145,4668.00,,0.67,
Kepler-202,Kepler-202 c,16.28249300,0.113000,,,0.165,4668.00,,0.67,
Kepler-203,Kepler-203 b,3.16269700,0.043000,,,0.229,5821.00,,1.11,
Kepler-203,Kepler-203 c,5.37064700,0.061000,,,0.220,5821.00,,1.11,
Kepler-203,Kepler-203 d,11.32972000,0.100000,,,0.128,5821.00,,1.11,
Kepler-204,Kepler-204 b,14.40097400,0.117000,,,0.226,5812.00,,1.24,
Kepler-204,Kepler-204 c,25.66059300,0.173000,,,0.160,5812.00,,1.24,
Kepler-205,Kepler-205 b,2.75564000,0.032000,,,0.135,4321.00,,0.55,
Kepler-205,Kepler-205 c,20.30654600,0.122000,,,0.146,4321.00,,0.55,
Kepler-206,Kepler-206 b,7.78198700,0.078000,,,0.107,5764.00,,1.19,
Kepler-206,Kepler-206 c,13.13747100,0.111000,,,0.158,5764.00,,1.19,
Kepler-206,Kepler-206 d,23.44281000,0.163000,,,0.106,5764.00,,1.19,
Kepler-207,Kepler-207 b,1.61186500,0.029000,,,0.140,5920.00,,1.59,
Kepler-207,Kepler-207 c,3.07157100,0.044000,,,0.134,5920.00,,1.59,
Kepler-207,Kepler-207 d,5.86807500,0.068000,,,0.295,5920.00,,1.59,
Kepler-208,Kepler-208 b,4.22864000,0.054000,,,0.145,6092.00,,1.31,
Kepler-208,Kepler-208 c,7.46662300,0.079000,,,0.124,6092.00,,1.31,
Kepler-208,Kepler-208 d,11.13178600,0.103000,,,0.107,6092.00,,1.31,
Kepler-208,Kepler-208 e,16.25945800,0.132000,,,0.132,6092.00,,1.31,
Kepler-209,Kepler-209 b,16.08784500,0.122000,,,0.202,5513.00,,0.94,
Kepler-209,Kepler-209 c,41.74988200,0.231000,,,0.277,5513.00,,0.94,
Kepler-21,Kepler-21 b,2.78578000,0.042717,0.020000,0.01598,0.146,6305.00,1.41,1.90,0.715
Kepler-210,Kepler-210 b,2.45323400,0.032000,,,0.262,4559.00,,0.65,
Kepler-210,Kepler-210 c,7.97251300,0.070000,,,0.323,4559.00,,0.65,
Kepler-211,Kepler-211 b,4.13857500,0.048000,,,0.112,5123.00,,0.82,
Kepler-211,Kepler-211 c,6.04045000,0.062000,,,0.115,5123.00,,0.82,
Kepler-212,Kepler-212 b,16.25758200,0.133000,,,0.097,5852.00,,1.46,
Kepler-212,Kepler-212 c,31.80517400,0.207000,,,0.244,5852.00,,1.46,
Kepler-213,Kepler-213 b,2.46236000,0.036000,,,0.145,5696.00,,1.20,
Kepler-213,Kepler-213 c,4.82296200,0.057000,,,0.209,5696.00,,1.20,
Kepler-214,Kepler-214 b,15.66054400,0.130000,,,0.233,6169.00,,1.35,
Kepler-214,Kepler-214 c,28.77980000,0.194000,,,0.190,6169.00,,1.35,
Kepler-215,Kepler-215 b,9.36067200,0.084000,,,0.145,5739.00,,1.03,
Kepler-215,Kepler-215 c,14.66710800,0.113000,,,0.158,5739.00,,1.03,
Kepler-215,Kepler-215 d,30.86442300,0.185000,,,0.213,5739.00,,1.03,
Kepler-215,Kepler-215 e,68.16101000,0.314000,,,0.156,5739.00,,1.03,
Kepler-216,Kepler-216 b,7.69364100,0.079000,,,0.210,6091.00,,1.26,
Kepler-216,Kepler-216 c,17.40666900,0.136000,,,0.271,6091.00,,1.26,
Kepler-217,Kepler-217 b,5.37494300,0.065000,,,0.199,6171.00,,1.80,
Kepler-217,Kepler-217 c,8.58600400,0.089000,,,0.165,6171.00,,1.80,
Kepler-217,Kepler-217 d,3.88689525,,,,0.118,6171.00,,1.80,
Kepler-218,Kepler-218 b,3.61933700,0.046000,,,0.132,5502.00,,1.06,
Kepler-218,Kepler-218 c,44.69957600,0.248000,,,0.280,5502.00,,1.06,
Kepler-218,Kepler-218 d,124.52446470,,,,0.237,5502.00,,1.06,
Kepler-219,Kepler-219 b,4.58551200,0.057000,,,0.263,5786.00,,1.49,
Kepler-219,Kepler-219 c,22.71461300,0.165000,,,0.319,5786.00,,1.49,
Kepler-219,Kepler-219 d,47.90364500,0.272000,,,0.251,5786.00,,1.49,
Kepler-22,Kepler-22 b,289.86230000,0.849000,0.000000,0.11300,0.212,5518.00,0.97,0.98,-0.102
Kepler-220,Kepler-220 b,4.15980700,0.046000,,,0.072,4632.00,,0.67,
Kepler-220,Kepler-220 c,9.03419900,0.076000,,,0.140,4632.00,,0.67,
Kepler-220,Kepler-220 d,28.12239700,0.163000,,,0.087,4632.00,,0.67,
Kepler-220,Kepler-220 e,45.90273300,0.226000,,,0.119,4632.00,,0.67,
Kepler-221,Kepler-221 b,2.79590600,0.037000,,,0.153,5243.00,,0.82,
Kepler-221,Kepler-221 c,5.69058600,0.059000,,,0.261,5243.00,,0.82,
Kepler-221,Kepler-221 d,10.04156000,0.087000,,,0.244,5243.00,,0.82,
Kepler-221,Kepler-221 e,18.36991700,0.130000,,,0.235,5243.00,,0.82,
Kepler-222,Kepler-222 b,3.93698100,0.048000,,,0.282,5433.00,,0.87,
Kepler-222,Kepler-222 c,10.08881000,0.091000,,,0.414,5433.00,,0.87,
Kepler-222,Kepler-222 d,28.08191200,0.180000,,,0.329,5433.00,,0.87,
Kepler-223,Kepler-223 b,7.38449000,,0.078000,0.02328,0.267,,1.12,1.72,
Kepler-223,Kepler-223 c,9.84564000,,0.150000,0.01605,0.307,,1.12,1.72,
Kepler-223,Kepler-223 d,14.78869000,,0.037000,0.02517,0.467,,1.12,1.72,
Kepler-223,Kepler-223 e,19.72567000,,0.051000,0.01510,0.410,,1.12,1.72,
Kepler-224,Kepler-224 b,3.13292400,0.038000,,,0.124,5018.00,,0.68,
Kepler-224,Kepler-224 c,5.92500300,0.058000,,,0.278,5018.00,,0.68,
Kepler-224,Kepler-224 d,11.34939300,0.089000,,,0.205,5018.00,,0.68,
Kepler-224,Kepler-224 e,18.64357700,0.124000,,,0.176,5018.00,,0.68,
Kepler-225,Kepler-225 b,6.73897500,0.056000,,,0.107,3682.00,,0.48,
Kepler-225,Kepler-225 c,18.79423400,0.111000,,,0.164,3682.00,,0.48,
Kepler-226,Kepler-226 b,3.94099700,0.047000,,,0.138,5571.00,,0.80,
Kepler-226,Kepler-226 c,5.34955500,0.058000,,,0.203,5571.00,,0.80,
Kepler-226,Kepler-226 d,8.10904400,0.076000,,,0.109,5571.00,,0.80,
Kepler-227,Kepler-227 b,9.48801500,0.090000,,,0.277,5854.00,,1.09,
Kepler-227,Kepler-227 c,54.41869400,0.290000,,,0.271,5854.00,,1.09,
Kepler-228,Kepler-228 b,2.56654600,0.038000,,,0.136,6043.00,,1.01,
Kepler-228,Kepler-228 c,4.13444400,0.052000,,,0.241,6043.00,,1.01,
Kepler-228,Kepler-228 d,11.09428600,0.101000,,,0.360,6043.00,,1.01,
Kepler-229,Kepler-229 b,6.25297200,0.062000,,,0.196,5120.00,,0.73,
Kepler-229,Kepler-229 c,16.06863800,0.117000,,,0.439,5120.00,,0.73,
Kepler-229,Kepler-229 d,41.19491200,0.220000,,,0.343,5120.00,,0.73,
Kepler-23,Kepler-23 b,7.10730000,0.075000,,0.80000,0.170,5828.00,,1.55,
Kepler-23,Kepler-23 c,10.74210000,0.099000,,2.70000,0.285,5828.00,,1.55,
Kepler-23,Kepler-23 d,15.27429900,0.124000,,,0.196,5828.00,,1.55,
Kepler-230,Kepler-230 b,32.62555500,0.191000,,,0.380,5588.00,,0.82,
Kepler-230,Kepler-230 c,91.77324200,0.380000,,,0.182,5588.00,,0.82,
Kepler-231,Kepler-231 b,10.06527500,0.074000,,,0.154,3767.00,,0.49,
Kepler-231,Kepler-231 c,19.27156600,0.114000,,,0.172,3767.00,,0.49,
Kepler-232,Kepler-232 b,4.43122200,0.054000,,,0.275,5847.00,,0.97,
Kepler-232,Kepler-232 c,11.37934900,0.101000,,,0.342,5847.00,,0.97,
Kepler-233,Kepler-233 b,8.47238200,0.077000,,,0.217,5360.00,,0.76,
Kepler-233,Kepler-233 c,60.41895500,0.287000,,,0.242,5360.00,,0.76,
Kepler-234,Kepler-234 b,2.71150600,0.040000,,,0.330,6224.00,,1.11,
Kepler-234,Kepler-234 c,7.21205000,0.077000,,,0.313,6224.00,,1.11,
Kepler-235,Kepler-235 b,3.34022200,0.037000,,,0.199,4255.00,,0.55,
Kepler-235,Kepler-235 c,7.82490400,0.065000,,,0.114,4255.00,,0.55,
Kepler-235,Kepler-235 d,20.06054800,0.122000,,,0.183,4255.00,,0.55,
Kepler-235,Kepler-235 e,46.18366900,0.213000,,,0.198,4255.00,,0.55,
Kepler-236,Kepler-236 b,8.29561100,0.065000,,,0.140,3750.00,,0.51,
Kepler-236,Kepler-236 c,23.96812700,0.132000,,,0.178,3750.00,,0.51,
Kepler-237,Kepler-237 b,4.71510600,0.050000,,,0.126,4861.00,,0.72,
Kepler-237,Kepler-237 c,8.10363600,0.071000,,,0.186,4861.00,,0.72,
Kepler-238,Kepler-238 b,2.09087600,0.034000,,,0.154,5751.00,,1.43,
Kepler-238,Kepler-238 c,6.15555700,0.069000,,,0.213,5751.00,,1.43,
Kepler-238,Kepler-238 d,13.23354900,0.115000,,,0.274,5751.00,,1.43,
Kepler-238,Kepler-238 e,23.65400000,,,0.53400,0.500,5751.00,,1.43,
Kepler-238,Kepler-238 f,50.44700000,,,0.04200,0.178,5751.00,,1.43,
Kepler-239,Kepler-239 b,11.76305100,0.095000,,,0.208,4914.00,,0.76,
Kepler-239,Kepler-239 c,56.22809800,0.268000,,,0.224,4914.00,,0.76,
Kepler-24,Kepler-24 b,8.14530000,0.080000,,1.60000,0.214,5897.00,,1.29,
Kepler-24,Kepler-24 c,12.33350000,0.106000,,1.60000,0.250,5897.00,,1.29,
Kepler-24,Kepler-24 d,4.24438400,0.051000,,,0.149,5897.00,,1.29,
Kepler-24,Kepler-24 e,18.99835500,0.138000,,,0.248,5897.00,,1.29,
Kepler-240,Kepler-240 b,4.14449500,0.048000,,,0.122,4985.00,,0.74,
Kepler-240,Kepler-240 c,7.95352800,0.074000,,,0.196,4985.00,,0.74,
Kepler-241,Kepler-241 b,12.71809200,0.094000,,,0.208,4699.00,,0.67,
Kepler-241,Kepler-241 c,36.06597800,0.189000,,,0.229,4699.00,,0.67,
Kepler-242,Kepler-242 b,8.20395000,0.075000,,,0.233,5020.00,,0.85,
Kepler-242,Kepler-242 c,14.49648100,0.109000,,,0.178,5020.00,,0.85,
Kepler-243,Kepler-243 b,5.71544200,0.062000,,,0.219,5228.00,,0.84,
Kepler-243,Kepler-243 c,20.02621800,0.142000,,,0.178,5228.00,,0.84,
Kepler-244,Kepler-244 b,4.31179200,0.050000,,,0.246,5554.00,,0.80,
Kepler-244,Kepler-244 c,9.76729200,0.087000,,,0.183,5554.00,,0.80,
Kepler-244,Kepler-244 d,20.05040100,0.140000,,,0.206,5554.00,,0.80,
Kepler-245,Kepler-245 b,7.49019000,0.071000,,,0.229,5100.00,,0.80,
Kepler-245,Kepler-245 c,17.46081200,0.124000,,,0.194,5100.00,,0.80,
Kepler-245,Kepler-245 d,36.27710800,0.202000,,,0.270,5100.00,,0.80,
Kepler-245,Kepler-245 e,3.21982106,,,,0.156,5100.00,,0.80,
Kepler-246,Kepler-246 b,4.60182000,0.052000,,,0.209,5206.00,,0.83,
Kepler-246,Kepler-246 c,11.18716100,0.095000,,,0.134,5206.00,,0.83,
Kepler-247,Kepler-247 b,3.33616000,0.042000,,,0.146,5100.00,,0.77,
Kepler-247,Kepler-247 c,9.43945200,0.084000,,,0.365,5100.00,,0.77,
Kepler-247,Kepler-247 d,20.47791200,0.140000,,,0.352,5100.00,,0.77,
Kepler-248,Kepler-248 b,6.30820500,0.066000,,,0.269,5190.00,,0.83,
Kepler-248,Kepler-248 c,16.23949400,0.123000,,,0.363,5190.00,,0.83,
Kepler-249,Kepler-249 b,3.30653900,0.035000,,,0.097,3568.00,,0.48,
Kepler-249,Kepler-249 c,7.11370200,0.058000,,,0.135,3568.00,,0.48,
Kepler-249,Kepler-249 d,15.36845900,0.097000,,,0.140,3568.00,,0.48,
Kepler-25,Kepler-25 b,6.23829700,,0.002900,0.02750,0.245,6270.00,1.19,1.31,
Kepler-25,Kepler-25 c,12.72070000,,0.006100,0.04790,0.465,6270.00,1.19,1.31,
Kepler-25,Kepler-25 d,122.40000000,,0.130000,0.22600,,6270.00,1.19,1.31,
Kepler-250,Kepler-250 b,4.14814100,0.048000,,,0.101,5160.00,,0.81,
Kepler-250,Kepler-250 c,7.15680400,0.069000,,,0.203,5160.00,,0.81,
Kepler-250,Kepler-250 d,17.64831200,0.127000,,,0.194,5160.00,,0.81,
Kepler-251,Kepler-251 b,4.79093600,0.053000,,,0.119,5526.00,,0.89,
Kepler-251,Kepler-251 c,16.51404300,0.122000,,,0.247,5526.00,,0.89,
Kepler-251,Kepler-251 d,30.13300100,0.182000,,,0.247,5526.00,,0.89,
Kepler-251,Kepler-251 e,99.64016100,0.404000,,,0.247,5526.00,,0.89,
Kepler-252,Kepler-252 b,6.66839100,0.058000,,,0.110,4208.00,,0.55,
